title,content,answer
國防部：中方要求法方立即撤銷有關對臺軍售項目,新華社北京5月15日電（記者梅世雄）國防部新聞發言人任國強15日就法方計劃售臺武器回答記者提問時表示，中方要求法方立即撤銷有關對臺軍售項目，以免對兩國兩軍關係造成進一步損害。有記者問，據媒體報道，法國政府計劃向臺灣出售武器。請問中國國防部對此有何評論？任國強說，世界上只有一箇中國，臺灣是中國不可分割的一部分。中方堅決反對任何國家向臺灣出售武器，堅決反對任何國家與臺灣開展軍事聯繫。中方要求法方立即撤銷有關對臺軍售項目，以免對兩國兩軍關係造成進一步損害。中國軍隊有堅定的意志、充分的信心和足夠的能力，挫敗任何形式的外部勢力干涉和“臺獨”分裂行徑，堅定捍衛國家主權和領土完整，堅定維護臺海地區和平穩定。,red
關於應對疫情統籌做好支持臺資企業發展和推進臺資項目有關工作的通知（全文）,新華社北京5月15日電關於應對疫情統籌做好支持臺資企業發展和推進臺資項目有關工作的通知爲貫徹落實黨中央、國務院關於統籌推進新冠肺炎疫情防控和經濟社會發展工作的決策部署，進一步落細落實《關於促進兩岸經濟文化交流合作的若干措施》和《關於進一步促進兩岸經濟文化交流合作的若干措施》，現就相關事項通知如下。一、持續幫扶臺資企業復工復產。根據地方統籌做好疫情防控和復工復產總體安排，協助解決臺資企業在生產經營過程中遇到的供應鏈協同、達產等方面困難，確保臺資企業同等享有中央和地方出臺的各類援企穩崗政策。二、統籌協調推進重大臺資項目。參照重大外資項目有關機制協調推進重大臺資項目，密切跟蹤在談項目進展，充分發揮各類涉臺產業園區等發展平臺優勢，出臺具有競爭力和針對性的招商引資政策，加強各級聯動和部門協同，建立項目綠色通道，做好工程建設保障、審批事項銜接，開展全流程對接服務，促進臺資項目加快落地見效，爲臺資企業參與本地重大項目提供同等待遇。三、積極支持臺資企業增資擴產。根據地方實際，在法定權限內研究出臺用地、用能、用工等方面具體措施，爲臺資企業增資擴產提供政策支持。全面落實境外投資者以分配利潤直接投資暫不徵收預提所得稅政策規定，支持臺資企業以分配利潤進行再投資。支持臺資企業參與海南自由貿易港建設、粵港澳大灣區建設、長三角一體化發展等區域發展戰略和各地自貿試驗區建設。支持有產業轉移需求的東部地區臺資企業優先向中西部和東北地區轉移。四、促進臺資企業參與新型和傳統基礎設施建設。支持臺資企業發揮自身優勢，與大陸企業共同研發、共建標準、共創品牌、共拓市場，以多種形式參與大陸5G、工業互聯網、人工智能、物聯網等新型基礎設施的研發、生產和建設。對臺資企業和臺灣高端人才從事新型基礎設施相關的集成電路、工業軟件、信息系統等，提供與大陸企業和同胞同等待遇。繼續支持臺資企業參與交通、能源、水利等傳統基礎設施建設。五、支持臺資企業穩外貿。鼓勵臺資企業發展跨境電商，開展線上供採對接，擴大出口業務。指導臺資企業充分利用中歐班列開展進出口貿易。落實相關紓困政策，支持臺資加工貿易企業統籌內外貿發展。進一步擴大出口信用保險對臺資企業的覆蓋面。六、有效引導臺資企業拓展內銷市場。支持臺資企業適應大陸“互聯網+”發展和消費升級趨勢，藉助大陸電商平臺開展線上市場營銷推廣，拓寬對接內需市場的渠道，充分挖掘大陸市場潛力。七、全面落實稅費減免政策。落實好階段性減免企業社會保險費政策，對符合條件的臺資企業按規定免徵或減半徵收社會保險單位繳費部分。有條件的地方可研究出臺減免物業租金、降低生產要素成本、加大企業職工技能培訓補貼等支持政策，符合條件的臺資企業可同等申請享受。八、強化金融支持臺資企業疫情防控和復工復產。落實金融支持防控疫情相關政策，爲受疫情影響較大的臺資企業提供優惠的金融服務。發揮國有控股小額貸款公司等地方金融組織的作用，加大信貸支持力度，滿足臺資企業差異化金融需求。鼓勵符合條件的臺資企業在大陸上市融資，爲符合條件的科創型臺資企業在科創板上市提供支持。鼓勵臺灣金融機構把握大陸金融領域自主開放新機遇，參與兩岸金融合作。九、充分保障臺資項目合理用地需求。對於臺資企業復工復產、重大投資項目，堅持“要素跟着項目走”，合理安排用地計劃指標，按照《國務院關於授權和委託用地審批權的決定》（國發〔2020〕4號）等政策文件和“放管服”要求依法依規做好用地保障服務。鼓勵探索推行“標準地”供應改革，通過區域評價統一化、開發標準公開化、權利義務合同化、履約監管閉環化等方式，加快臺資項目落地。十、有力支持臺資中小企業發展。充分發揮各級中小企業公共服務示範平臺作用，通過線上培訓等形式，爲臺資中小企業提供政策、技術、管理等方面服務。積極幫助臺資中小企業解決受疫情影響造成的合同履行、勞動關係等法律問題。鼓勵臺資中小企業利用好本級相關資金等支持政策。十一、主動做好臺資企業服務工作。對臺資企業一視同仁，着力爲臺資企業辦實事、做好事、解難事。加強與本地臺資企業協會、重點臺資企業等溝通交流，宣傳解讀有關政策法規，通報疫情防控和復工復產有關工作要求，認真聽取臺資企業意見建議，積極迴應臺資企業關切訴求，妥善化解涉臺糾紛，切實維護臺資企業合法權益。各地發展改革委、臺辦要會同工業和信息化主管部門、財政廳、人力資源社會保障廳、自然資源主管部門、商務廳、人民銀行、銀保監局、證監局等共同落實好上述工作部署，支持臺資企業應對疫情、復工復產和投資發展，防範化解潛在風險，持續促進兩岸經濟交流合作，深化兩岸融合發展。國家發展改革委國務院臺辦工業和信息化部財政部人力資源社會保障部自然資源部商務部人民銀行銀保監會證監會2020年5月15日,red
國家發展改革委、國務院臺辦等十部門聯合印發《關於應對疫情統籌做好支持臺資企業發展和推進臺資項目有關工作的通知》,新華社北京5月15日電 國家發展改革委、國務院臺辦、工業和信息化部、財政部、人力資源社會保障部、自然資源部、商務部、人民銀行、銀保監會、證監會十部門15日聯合印發《關於應對疫情統籌做好支持臺資企業發展和推進臺資項目有關工作的通知》。《通知》深入貫徹落實黨中央、國務院關於統籌推進新冠肺炎疫情防控和經濟社會發展工作的決策部署，進一步落細落實促進兩岸經濟文化交流合作的“31條措施”和“26條措施”，提出持續幫扶臺資企業復工復產、統籌協調推進重大臺資項目、積極支持臺資企業增資擴產、促進臺資企業參與新型和傳統基礎設施建設、支持臺資企業穩外貿、有效引導臺資企業拓展內銷市場、全面落實稅費減免政策、強化金融支持臺資企業疫情防控和復工復產、充分保障臺資項目合理用地需求、有力支持臺資中小企業發展、主動做好臺資企業服務工作等11條具體措施。相關措施將進一步幫助廣大臺商臺企應對疫情和復工復產，爲臺商臺企提供更多發展機遇、同等待遇，對臺商臺企在大陸投資興業給予更有力支持，助力臺商臺企取得更好發展。,red
國臺辦：民進黨當局惡化兩岸教育交流和陸生在臺就讀環境,人民網北京5月13日電 針對臺中原大學一名副教授日前在課堂公開散佈歧視陸生、攻擊大陸的言論，臺陸委會及教育主管部門對其表示支持，國臺辦發言人馬曉光13日應詢表示，我們注意到有關報道。招某在課堂上公開散佈帶有歧視性、攻擊性的政治言論，嚴重違背學術倫理與職業道德，事實清楚、證據確鑿。臺陸委會、教育主管部門無視事實、罔顧是非，爲其高調辯護，進一步證實他們就是臺灣社會“反中仇中”的“黑保護傘”。馬曉光指出，正是這類言行及民進黨當局的偏袒縱容，惡化了兩岸教育交流和陸生在臺就讀應有的正常健康的學習環境。,red
國臺辦嚴正警告：企圖在謀“獨”道路上“飆車”極其危險,人民網訊 據報道，有民進黨籍民意代表提案修改“兩岸人民關係條例”，刪除其中“國家統一”相關文字，體現所謂“國家管轄領域僅及於臺澎金馬及其附屬島嶼”。對此，國臺辦發言人馬曉光說，我們注意到有關報道，正密切關注事態發展。一段時間以來，一小撮“臺獨”分裂分子誤判形勢，企圖在謀“獨”的道路上“飆車”，不斷試圖挑戰大陸的底線，是極其危險的。我們嚴正警告“臺獨”分裂勢力，不要低估14億中國人民維護國家主權和領土完整的堅強意志和堅定決心。,red
國臺辦：中華民族偉大復興進程絕不爲“臺獨”分裂活動留下空間,人民網北京5月8日電 國臺辦發言人馬曉光8日應詢指出，在中華民族走向偉大復興的進程中，我們願爲和平統一創造廣闊空間，但絕不爲各種形式的“臺獨”分裂活動留下任何空間。我們反對和遏制“臺獨”，爲的是維護臺海和平穩定，維護兩岸同胞共同利益，維護兩岸和平統一的前景。我們有堅定的意志、充分的信心、足夠的能力挫敗任何形式的“臺獨”分裂圖謀，絕不允許任何人、任何組織、任何政黨、在任何時候、以任何形式、把任何一塊中國領土從中國分裂出去。有記者問，近日島內有人士稱，大陸爲了民族復興，不但不會收復臺灣，還會容忍臺灣“獨立”或“準獨立”。陸委會聲稱，大陸應放下單邊政治前提，摒棄威嚇、打壓，與臺共同推動兩岸關係新局面。國臺辦對此有何評論？馬曉光在答問中作上述表示。他說，祖國統一是中華民族偉大復興的必然要求。臺灣前途在於國家統一，臺灣同胞福祉繫於民族復興。國家統一、民族復興也是歷史大勢，是任何力量阻擋不了的。馬曉光強調，我們堅持“和平統一、一國兩制”基本方針，堅持一箇中國原則，繼續團結廣大臺灣同胞，推動兩岸關係和平發展，推進祖國和平統一進程。堅持體現一箇中國原則的“九二共識”，是兩岸關係發展不可動搖的政治基礎。兩岸關係和平發展建立在堅持“九二共識”的共同政治基礎之上，一切反對“臺獨”、贊成兩岸關係和平發展的島內政黨、團體和人士，都應倍加珍惜。我們將繼續同臺灣各黨派、團體和人士在堅持“九二共識”、反對“臺獨”的基礎上，就兩岸關係和民族未來開展對話溝通。,red
"臺獨"組織搞所謂"制憲公投" 國臺辦:是歷史逆流是絕路,人民網北京4月28日電 （記者 劉潔妍）就島內個別“臺獨”組織推動所謂“制憲”公投，已完成第一階段連署，國臺辦發言人朱鳳蓮今日應詢表示，“臺獨”組織搞所謂“制憲公投”，其目的是什麼，大家都心知肚明。“臺獨”是歷史逆流，是絕路。朱鳳蓮強調，“臺獨”分裂活動嚴重損害兩岸同胞共同利益和中華民族根本利益，嚴重威脅臺海和平，只會把臺灣推向極其危險的深淵，給廣大臺灣同胞帶來深重災難。我們有堅定的意志、充分的信心、足夠的能力挫敗任何形式的“臺獨”分裂圖謀。我們絕不允許任何人、任何組織、任何政黨、在任何時候、以任何形式、把任何一塊中國領土從中國分裂出去！,red
臺陸委會稱大陸人口普查侵害臺灣居民隱私權 國臺辦：歪曲事實,人民網北京4月27日電 有臺媒報道稱，大陸第七次人口普查將要求大陸配偶提供在臺家庭相關數據。臺陸委會稱，這是侵害個人隱私權。對此，國臺辦發言人朱鳳蓮表示，有關說法完全是歪曲事實，別有用心，企圖破壞兩岸關係。朱鳳蓮強調，根據有關法律和規定，國務院決定於2020年開展第七次全國人口普查，普查的標準時點是2020年11月1日零時。在大陸居住的臺灣居民屬於普查範圍，不在大陸居住的臺灣居民不屬於普查範圍。,red
福建自貿試驗區五週年持續深化兩岸合作,新華社福州4月24日電（記者 鄧倩倩）福建自貿試驗區自2015年4月正式掛牌成立以來，在兩岸產業、貿易、金融、人才等方面交流合作持續深化。截至2020年3月，累計新增臺資企業2520家，合同臺資67.9億美元。五年來，福建自貿試驗區已推出89項對臺交流合作創新舉措，經評估，其中47項爲全國首創。對臺產業方面，電信、旅遊、建築、金融等50多個領域率先對臺開放，先後引進臺資獨資演藝經紀公司、兩岸律師事務所聯營辦公室等一批首創性臺資項目。新航線、快速通關等模式讓對臺貿易更便捷。近年福建自貿試驗區開闢“平潭—高雄”“馬尾—馬祖—臺北”等多條新航線，啓用兩岸檢驗檢疫電子證書互換與覈查系統，採信臺灣檢驗結果，實行“源頭管理，口岸驗放”等便利化措施，福建已經成爲臺灣商品輸往大陸的最便捷通道。23家臺資金融機構落戶於此，數量居全國前列。23家臺灣地區銀行機構在廈門開立41個人民幣代理清算賬戶，清算金額1281.2億元。海峽股權交易中心和兩岸股權交易中心獲批設立“臺資板”，共掛牌展示臺企600多家。86家金融機構開通臺灣地區信用報告查詢，累計發放貸款4.7億元；向臺商臺胞發放“金融信用證書”“麒麟卡”，提供貸款、擔保、授信等金融服務。通過“兩岸通”“臺胞臺企服務中心”等綜合服務平臺，人員往來更加自由，臺胞參加社保、購房、購票等享受同等待遇。據統計，福建自貿試驗區完成134大項（268小項）國家職業資格標準比對，直接採認臺灣居民20個工種職業資格、52項臺灣職業職稱。此外，近年設立13個臺灣青年“三創”基地，累計吸引臺企 610多家、臺胞2500人入駐。,red
臺灣去年年底就向世衛組織“示警”？國臺辦：照搬大陸信息,人民網北京4月17日電 國臺辦發言人朱鳳蓮今日應詢向媒體表示，民進黨當局聲稱，臺防疫部門曾於2019年12月31日向世衛組織發函“示警”新冠肺炎病毒“人傳人”，世衛組織未向全球公開這項信息。這些說法完全不符合事實。朱鳳蓮指出，新冠肺炎疫情發生以來，我們及時向世衛組織以及有關國家和地區通報疫情信息。2019年12月31日，武漢市衛生健康委在官方網站首次對外發布《關於當前我市肺炎疫情的情況通報》，通報了27例病例，明確說明已採取隔離治療措施。這既是向社會大衆、也是向國際社會公佈疫情信息，體現了我們對待疫情公開、透明、負責任的一貫態度。世衛組織當天也獲悉有關情況。可以說，武漢衛健委公佈的信息，爲世衛組織立即決定自1月1日在該組織三個層級組建事故管理支持小組，並進入抗疫緊急狀態發揮了關鍵作用。朱鳳蓮說，臺方所稱12月31日郵件，僅是引述武漢衛健委公佈的內容，並沒有其他信息，也就是說武漢衛健委發佈的信息是臺方郵件內容的唯一信息來源。12月31日，臺衛生部門還向國家衛健委發函瞭解武漢衛健委公佈的信息，國家衛健委通過兩岸醫藥衛生合作協議聯繫窗口書面回覆臺方，請其參考武漢衛健委公佈的情況通報。事實很清楚，大陸方面首先公佈信息，臺衛生部門再進行轉述，不存在所謂臺方首先向世衛組織報告的情況。臺方郵件也未提及“人傳人”，主要是向世衛組織瞭解情況。臺衛生部門1月4日、6日發新聞稿表示“並沒有明顯人傳人現象及醫護人員感染”。3月15日後臺方卻把12月31日轉述郵件包裝成首先“示警” 信息。如果從“示警”角度看，這封郵件也不過是證明了武漢衛健委第一時間向社會公衆和國際社會發布信息。可見，民進黨當局的炒作是一個僞命題，目的就是作政治文章。一些外國政客跟風炒作，以訛傳訛，藉此攻擊大陸和世衛組織，完全是別有用心的。朱鳳蓮表示，臺方稱無法與世衛組織進行溝通，這封郵件卻證明此言不實。臺灣地區衛生機構通過世衛組織《國際衛生條例》架構下的聯絡窗口，可以及時獲取世衛組織發佈的信息並直接向世衛組織更新信息。臺灣地區醫療衛生專家一直以適當身份參加世衛組織的會議。從2019年初到2020年3月，16批24人次臺灣地區專家參加世衛組織舉辦的技術會議。大陸方面1月12日至14日即安排臺灣專家到武漢實地考察，瞭解新冠病毒肺炎確診病人診治和疫情處置情況。截至4月13日，大陸方面向臺灣方面通報疫情信息127次。對這些情況，民進黨當局一再回避，諱莫如深，始終不如實向島內民衆說明，不斷炒作所謂"防疫缺口”，現在又大肆炒作“郵件示警”，可見其用心並不是公共衛生防疫。其實這些都不難理解，民進黨當局這麼做，不過是不斷暴露“以疫謀獨”的政治目的而已。朱鳳蓮強調，世衛組織是由主權國家組成的聯合國專門機構。臺灣是中國的一部分，其參與世衛組織等國際活動，必須在一箇中國原則下處理。民進黨當局炒作世衛組織涉臺問題、企圖“以疫謀獨”，是不可能得逞的。,red
蘇臺醫療衛生專家舉行視訊交流 希望爲兩岸抗疫提供更多助益,據新華社臺北4月16日電（記者吳濟海、傅雙琪）江蘇和臺灣兩地16日於南京和臺北舉行“蘇臺抗疫視訊交流”。兩岸醫療衛生專家就新冠肺炎醫療救治和公共衛生防疫等議題進行交流，希望爲兩岸抗疫提供更多助益，造福兩岸同胞健康福祉。江蘇省疾控中心主任武鳴介紹了江蘇新冠肺炎疫情基本情況。他說，截至16日，江蘇已經58天無本地確診病例。江蘇實現了確診病例“零死亡”、參與救治的醫務人員“零感染”的目標。他介紹了大陸新冠肺炎防控策略措施，主要包括建立聯防聯控機制，堅持“四早”（早發現、早報告、早隔離、早治療）原則，堅持“四集中”（集中患者、集中專家、集中資源、集中救治）原則，強化流行病學調查，加強密切接觸者追蹤和管理，加大檢測力度，實行分區分級精準防控，加強公衆宣傳教育等。臺大醫院名譽教授高明見、振興醫院副院長葉明陽、臺灣藥品行銷暨管理協會名譽理事長朱茂男、臺灣長照醫學會理事長劉伯恩、臺大生物科技研究所教授楊寧蓀、桃園醫院顧問醫師邱淑媞等臺灣專家對江蘇專家交流疫情防控經驗表示感謝，並就新冠肺炎確診患者是否會有肺纖維化的後遺症、無症狀感染者如何防治、新冠病毒感染和肥胖的關聯性如何等問題，向大陸專家提問。武鳴、東南大學附屬中大醫院副院長黃英姿、江蘇省人民醫院檢驗學部副主任劉根焰等專家，結合研究和援助湖北經驗等回答了臺灣專家的問題。兩岸專家還就中西藥結合治療新冠肺炎、加強衛生知識普及、增強兩岸衛生交流等問題交流了看法。高明見表示，第一次舉辦臺蘇專家視訊交流，是希望通過建立平臺，讓兩岸醫療衛生專家相互溝通，相互瞭解，更好建立互信，並互相關懷，彼此鼓勵，希望儘早把疫情這個全人類的陰霾驅散。兩岸參與專家表達了通過視訊、電郵等多種方式加強溝通交流的願望，並希望兩岸同胞攜手合作，早日共同戰勝疫情。,red
廈門成立臺胞醫保代辦服務站,本報廈門4月13日電（記者劉曉宇）近日，廈門市醫療保障中心臺胞服務站在廈門大學附屬中山醫院與廈門弘愛醫院同時掛牌。臺胞服務站將爲在廈就醫的臺胞代辦門診、急診及住院等健保核退業務，臺胞無需返回臺灣便可辦理健保報銷。針對參加臺灣健康保險的臺胞在大陸就醫醫療費用回臺報銷“路途遠、手續雜、期限久”等困難，廈門市醫保部門引入第三方保險經紀機構，與泰康養老保險與君龍人壽保險合作，並指派專人入駐醫保服務站，承辦臺胞在大陸就醫後的臺灣健保報銷相關手續。服務站服務內容包括對臺胞提供專業的報銷流程指導、協助開展報銷材料彙總、複覈及申報提交等一系列工作。所有的報銷費用最後將由臺灣健保機構直接匯入臺胞的臺灣地區個人銀行賬戶，實現“一站式”代辦報銷。,red
國臺辦：靠造謠抹黑解決不了島內疫情防控問題,人民網北京4月10日電 國臺辦發言人朱鳳蓮10日應詢表示，新冠肺炎疫情發生以來，大陸方面本着對臺灣同胞健康福祉高度負責的精神，及時與臺灣有關方面溝通分享疫情信息和防控經驗，精心照顧在大陸臺胞的生活和防疫需要，傾心做好滯留臺胞的服務工作，全力救治臺胞患者，努力協助需要返臺的臺胞及早安全順利返臺，積極協助臺資企業享受各地政策支持，有序復工復產。廣大臺胞臺企展現同舟共濟的民族大義，踊躍爲疫情防控捐贈資金和物資，積極在大陸參與救治援助、志願服務，以各種方式傳遞同胞之愛。這些都是“兩岸一家親”的具體體現，彰顯了兩岸命運共同體的正能量。朱鳳蓮表示，當前大陸疫情防控階段性成效進一步鞏固，經濟社會運行秩序加快恢復，兩岸同胞都有感。然而民進黨當局卻不斷攻擊抹黑在大陸的臺胞臺企、攻擊抹黑大陸。他們不放過任何一個話題，不斷編織謊言，企圖在同胞之間製造矛盾和對立。兩岸同胞可以回顧一下，迄今爲止，他們對臺胞臺企、陸生陸配講過什麼好話，做過什麼好事？他們對大陸、對兩岸關係出口就是惡言，舉手就是挑釁。目前，島內在應對疫情、迴應民衆合理要求、解決民衆實際困難等方面有許多亟待解決的問題，比如怎麼滿足島內民衆的口罩需求，怎麼儘快讓滯留湖北臺胞早日與家人團聚，怎麼有效控制疫情蔓延，怎麼解決民衆面臨的生計困難……解決這些攸關臺灣民衆利益福祉的問題纔是民進黨當局應該投入精力的方向，編織謊言、煽動仇恨解決不了這些問題，也轉移不了民衆的視線。朱鳳蓮指出，民進黨當局要把心思放在民衆的利益上，讓在臺灣的民衆安心生活，讓想回家的臺灣民衆順利返鄉，讓廣大臺灣同胞不再爲疫情所苦、不再爲生計所困，編織謊言造謠抹黑的政治把戲可以休矣！,red
民進黨當局惡毒攻擊世衛組織及其負責人 國臺辦：強烈譴責,人民網北京4月9日電 國臺辦發言人朱鳳蓮今日應詢表示，關於世衛組織涉臺問題，我們已經多次表明立場。民進黨當局“以疫謀獨”不擇手段，惡毒攻擊世衛組織及其負責人，縱容綠營網軍肆意散佈種族歧視言論，我們對此表示強烈譴責。奉勸民進黨當局立即停止政治操弄，借疫情破壞一箇中國原則和謀求加入世衛組織的圖謀是不會得逞的。,red
教育部：暫停2020年陸生赴臺就讀試點工作,人民網北京4月9日電 據教育部網站消息，教育部港澳臺辦負責人日前接受記者採訪時表示，綜合考慮當前新冠肺炎疫情防控及兩岸關係形勢，決定暫停2020年大陸各地各學歷層級畢業生赴臺升讀工作；對已在島內高校就讀並願繼續在臺升讀的陸生，可依自願原則在島內繼續升讀。當務之急，要解決陸生返回臺灣高校就讀受阻問題，切實維護他們的正當權益。大陸高校今年對臺招生政策不變，有關高校招生信息已在內地(祖國大陸)高校面向港澳臺招生信息網發佈。,red
湖北省臺辦：武漢“解封”，希望在鄂臺胞如願順利返鄉,新華社武漢4月8日電湖北省臺辦負責人8日表示，隨着離漢離鄂通道管控全面解除，希望滯留湖北多日的臺胞能夠順利返鄉。這位負責人表示，新冠肺炎疫情發生以來，湖北省各級臺辦始終高度重視和關懷臺胞健康福祉，傾心做好滯留臺胞的服務工作。兩個多月來，我們一直積極想辦法，在有關方面大力支持下，努力協助需要返臺的臺胞及早安全順利返臺，但由於民進黨當局不斷阻撓拖延，大批臺胞有家難回。從2月3日首批247名在鄂臺胞搭乘東航春節加班機從武漢返臺，到3月10日第二批361名臺胞從武漢搭乘東航和華航臨時班機返臺，臺胞返鄉之路波折不斷。在兩個多月的時間裏，民進黨當局始終設法阻擋在湖北的臺胞回去，能拖就拖，能擋就擋，能堵就堵，直到3月下旬除武漢以外的湖北全省交通管制解除，民進黨當局仍然拒絕由兩岸航空公司就近從武漢運送臺胞回家，致使目前仍有500多名需要返臺的臺胞滯留湖北各地。這位負責人說，2月底民進黨當局將上千名在鄂臺胞列入“註記管制名單”不許他們自由返鄉，湖北省臺辦當時在致滯留湖北臺胞的公開信中曾表示，各位臺胞鄉親暫時無法回家，湖北省各級臺辦就是你們可以依靠、可以信任的溫暖之家。無論有多大的艱辛困苦，我們堅定地和你們在一起，共同面對，共同克服。各位鄉親有任何困難、任何需求，請隨時與當地臺辦聯繫，我們一定像對待自己的家人一樣，盡心盡力，傾情服務。今天我們欣慰地看到，在鄂臺胞與湖北省、武漢市居民一道，迎來了疫情得到控制、武漢市離漢離鄂通道管控解除的日子。疫情嚴重時期4名在武漢確診臺胞都得到及時救治，全部治癒。臺胞金先生治癒後，還自願捐獻血漿，用於救治其他病患。這些都生動地體現了“兩岸一家親”，在艱難困苦面前，兩岸同胞應該更親。湖北省臺辦負責人表示，根據湖北省疫情防控指揮部通告，從4月8日零時起，武漢市解除離漢離鄂通道管控措施，離漢人員憑湖北健康碼“綠碼”安全有序流動。至此，全省對外交通全面恢復，在湖北省內的臺胞可按照個人需要決定是否離鄂。有關通告已經明確，無法申領健康碼的人員，包括在鄂臺港澳同胞等，可以憑現居住地社區（村）出具的健康監測證明安全有序流動。湖北省各級臺辦將一如既往做好爲臺胞服務的工作。對離開湖北各地返臺的同胞，將積極協調相關單位開具出行健康證明，同時也提醒返臺臺胞務必提前按規定辦妥出入境證件。這位負責人表示，在離漢離鄂通道管控解除後，希望民進黨當局尊重臺胞返鄉需要，不要繼續無視這些臺胞的利益。,red
國臺辦：蘇貞昌“臺獨”本性暴露無遺,本報北京4月1日電  國臺辦發言人朱鳳蓮1日應詢表示，最近，蘇貞昌一再升高“臺獨”聲調，其“臺獨”本性暴露無遺。蘇貞昌如果一意孤行，繼續挑釁、製造兩岸對立，嚴重破壞兩岸關係，最終只會把廣大臺灣同胞推向危險境地。《 人民日報 》（ 2020年04月02日 06 版）,red
國臺辦：世衛組織涉臺問題必須在一箇中國原則下處理,人民網北京4月1日電 國臺辦發言人朱鳳蓮1日應詢表示，關於世界衛生大會涉臺問題，臺灣個別媒體以訛傳訛。駐日使館發言人已發表談話，對假消息進行嚴正駁斥。朱鳳蓮重申，在世界衛生組織涉臺問題上，必須在一箇中國原則下處理，舍此別無他路。,red
國臺辦介紹大陸高校保送錄取優秀臺灣學生和運動員的最新政策規定,新華社北京3月31日電 國臺辦發言人朱鳳蓮3月31日應詢表示，爲貫徹落實中央對臺政策精神，幫助優秀臺灣學生和運動員實現來大陸高校學習深造的願望，教育部、國家體育總局、中國科協三部門近期聯合印發了《關於做好普通高校保送錄取有關優秀華僑和港澳臺學生（運動員）的通知》。朱鳳蓮指出，通知規定參加國際數學、物理、化學、生物學、信息學奧林匹克競賽等5項比賽中任意一項比賽並獲獎的臺灣學生，或者獲得全國運動會、亞洲夏季運動會、亞洲冬季運動會、夏季奧林匹克運動會、冬季奧林匹克運動會前三名的臺灣運動員，均可以向大陸高校提出申請，經高校考覈後予以保送本科錄取。朱鳳蓮表示，臺灣優秀學生和運動員如需詳細瞭解保送資格條件、資格審覈、保送程序等內容，可在相關高校招生網站查詢。我們真誠歡迎符合條件、有意願的臺灣學生和運動員來大陸學習深造。,red
國臺辦：對郝柏村先生、王文燮先生辭世表示深切哀悼,本報北京3月30日電  （記者程龍）國臺辦發言人朱鳳蓮30日應詢表示，我們對郝柏村先生、王文燮先生不幸辭世表示深切哀悼，對他們的親屬表示誠摯慰問。郝柏村先生、王文燮先生民族情懷深厚，堅決反對“臺獨”，致力國家統一，爲推動兩岸關係發展貢獻良多，贏得兩岸同胞廣泛讚譽和敬重。朱鳳蓮表示，斯人雖逝，風範長存。期待兩岸同胞攜手努力，堅決反對“臺獨”，維護臺海和平穩定，致力實現國家統一和民族復興。《 人民日報 》（ 2020年03月31日 04 版）,red
100多名滯留湖北臺胞29日晚從上海返回臺灣,新華社上海3月29日電 記者從浦東機場獲悉，153名滯留湖北臺胞於29日20時56分許搭乘華航CI504航班前往臺灣。據瞭解，由於臺灣方面不同意由兩岸航空公司從武漢載運臺胞返回臺灣，而是要求在湖北臺胞從上海搭乘指定的兩個航班返臺，許多臺胞28日連夜從湖北各地趕來上海，也有不少臺胞考慮家中老人和兒童不宜長途奔波，放棄了這次從上海搭機回臺灣。據湖北省臺辦統計，原本申請就近從武漢搭乘班機回臺的滯留湖北臺胞共約870人，近日辦理離開湖北出行健康證明的臺胞約290人。29日下午，上海浦東機場爲華航開設專櫃，提前爲一百多名來自湖北的臺胞辦理登機手續。浦東機場、邊檢、海關等有關部門按照相關法律法規、機場有關規定和當前防疫要求，根據商業航班運營操作流程對華航載運乘客作出安排，爲臺胞加快辦理相關手續，協助他們順利登機。據悉，華航前序CI503航班有16名乘客，另有值航機組人員14人。記者瞭解到，有一名原定29日搭機返臺的臺胞，因沒有有效入出境證件而未能登機。上海市臺辦有關負責人提醒，根據國家疫情防控工作要求，自29日起國際客運航班大幅壓縮，但兩岸4條航線不受影響，上海浦東機場是其中一個航點，臺灣同胞如果計劃從上海前往臺灣，請與航空公司保持聯繫，並提前準備好相關有效證件，以確保順利登機。,red
